EQN_NO,LIFEFORM,SPP_CODE,SCI_NAME,COMM_NAME,BIO_COMP,GEO_AREA,SER_STAG,DPV_O,DPV_OMIN,DPV_OMAX,DPV_OUNIT,IP1_TEXT,IP1_MIN,IP1_MAX,IP1_UNIT,IP2_TEXT,IP2_MIN,IP2_MAX,IP2_UNIT,IP3_TEXT,IP3_MIN,IP3_MAX,IP3_UNIT,ORG_EQFM,SMP_SIZE,R_SQUARE,MS_ERROR,SEE
106,S,"COCOC","Corylus cornuta californi","California Hazel",BAE,W,M,"Total abvground biomass (wood & bark)",,,g,"DBA (at litter surface)",0.700,2.900,cm,"","",,,"",,,,"ln(BAE) = 3.7190 + 2.989  * ln(DBA)",20,0.890,0.240000,0.490000
107,S,"HODI","Holodiscus discolor","Creambush Rockspirea",BFT,W,M,"Total foliage biomass",,,g,"DBA (at litter surface)",0.500,3.100,cm,"","",,,"",,,,"ln(BFT) = 2.1600 + 1.982  * ln(DBA)",20,0.890,0.125000,0.354000
108,S,"HODI","Holodiscus discolor","Creambush Rockspirea",AFT,W,M,"Total all-sided leaf area",,,cm^2,"DBA (at litter surface)",0.500,3.100,cm,"","",,,"",,,,"ln(AFT) = 8.0020 + 2.030 * ln(DBA)",20,0.860,0.166000,0.407000
109,S,"HODI","Holodiscus discolor","Creambush Rockspirea",BAE,W,M,"Total abvground biomass (wood & bark)",,,g,"DBA (at litter surface)",0.500,3.100,cm,"","",,,"",,,,"ln(BAE) = 3.782 + 2.743 * ln(DBA)",20,0.980,0.048000,0.219000
110,S,"OPHO","Oplopanax horridum","American Devilsclub",BFT,R,M,"Total foliage biomass",,,g,"DBA (at litter surface)",,,cm,"","",,,"",,,,"ln(BFT) =  1.45 + 2.11 * ln(DBA)",38,0.820,,
111,S,"OPHO","Oplopanax horridum","American Devilsclub",BST,R,M,"Total stem biomass",,,g,"DBA (at litter surface)",,,cm,"","",,,"",,,,"ln(BST) =  1.59 + 3.34 * ln(DBA)",38,0.940,,
112,S,"RHMA","Rhododendron macrophyllum","Pacific Rhododendron",BFT,W,O,"Total foliage biomass",,,g,"DBA (at litter surface)",0.300,7.000,cm,"","",,,"",,,,"ln(BFT) =  2.6560 + 1.8268 * ln(DBA)",51,0.990,0.249000,0.499000
113,S,"RHMA","Rhododendron macrophyllum","Pacific Rhododendron",AFT,W,O,"Total all-sided leaf area",,,cm^2,"DBA (at litter surface)",0.300,7.000,cm,"","",,,"",,,,"ln(AFT) =  8.2764 + 1.8518 * ln(DBA)",108,0.900,0.234000,0.484000
114,S,"RHMA","Rhododendron macrophyllum","Pacific Rhododendron",BAE,W,O,"Total abvground biomass (wood & bark)",,,g,"DBA (at litter surface)",0.500,4.400,cm,"","",,,"",,,,"ln(BAE) =  3.2447 + 2.6527 * ln(DBA)",12,0.990,0.005000,0.071000
115,K,"RHMA","Rhododendron macrophyllum","Pacific Rhododendron",BFT,W,E,"Total foliage biomass",,,g,"DBA (at litter surface)",0.400,1.600,cm,"","",,,"",,,,"ln(BFT) =  2.5074 + 1.7522 * ln(DBA)",20,0.740,0.165000,0.406000
116,K,"RHMA","Rhododendron macrophyllum","Pacific Rhododendron",BFN,W,E,"New foliage biomass",,,g,"DBA (at litter surface)",0.400,1.600,cm,"","",,,"",,,,"ln(BFN) =  1.7591 + 1.5438 * ln(DBA)",20,0.720,0.146000,0.382000
117,K,"RHMA","Rhododendron macrophyllum","Pacific Rhododendron",AFT,W,E,"Total all-sided leaf area",,,cm^2,"DBA (at litter surface)",0.400,1.600,cm,"","",,,"",,,,"ln(AFT) =  7.4783 + 1.6745 * ln(DBA)",20,0.700,0.183000,0.428000
118,K,"RHMA","Rhododendron macrophyllum","Pacific Rhododendron",AFN,W,E,"New all-sided leaf area",,,cm^2,"DBA (at litter surface)",0.400,1.600,cm,"","",,,"",,,,"ln(AFN) =  6.8370 + 1.4561 * ln(DBA)",20,0.630,0.195000,0.442000
119,K,"RHMA","Rhododendron macrophyllum","Pacific Rhododendron",BBL,W,E,"Live branch biomass",,,g,"DBA (at litter surface)",0.400,1.600,cm,"","",,,"",,,,"ln(BBL) =  1.0854 + 4.0389 * ln(DBA)",20,0.450,1.191000,1.091000
120,K,"RHMA","Rhododendron macrophyllum","Pacific Rhododendron",BST,W,E,"Total stem biomass",,,g,"DBA (at litter surface)",0.400,1.600,cm,"","",,,"",,,,"ln(BST) =  2.7470 + 2.3164 * ln(DBA)",20,0.780,0.231000,0.481000
121,K,"RHMA","Rhododendron macrophyllum","Pacific Rhododendron",BFT,W,E,"Total foliage biomass",,,g,"DBA (at litter surface)",1.600,,cm,"","",,,"",,,,"ln(BFT) =  2.5918 + 1.6709 * ln(DBA)",113,0.760,0.419000,0.647000
122,K,"RHMA","Rhododendron macrophyllum","Pacific Rhododendron",AFT,W,E,"Total all-sided leaf area",,,cm^2,"DBA (at litter surface)",1.600,,cm,"","",,,"",,,,"ln(AFT) =  7.4143 + 1.6628 * ln(DBA)",54,0.740,0.394000,0.628000
123,S,"RIBR","Ribes bracteosum","Stink Currant",BFT,W,G,"Total foliage biomass",,,g,"DBA (at litter surface)",0.600,3.200,cm,"","",,,"",,,,"ln(BFT) =  2.2116 + 2.0127 * ln(DBA)",28,0.840,0.158000,0.397000
124,S,"RIBR","Ribes bracteosum","Stink Currant",BST,W,G,"Total stem biomass",,,g,"DBA (at litter surface)",0.900,3.200,cm,"","",,,"",,,,"ln(BST) =  3.1839 + 2.4145 * ln(DBA)",12,0.880,0.139000,0.373000
125,S,"RUSP","Rubus spectabilis","Salmonberry",BFT,W,G,"Total foliage biomass",,,g,"DBA (at litter surface)",0.500,2.500,cm,"","",,,"",,,,"ln(BFT) =  2.4667 + 2.6596 * ln(DBA)",21,0.760,0.322000,0.567000
126,S,"RUSP","Rubus spectabilis","Salmonberry",BST,W,G,"Total stem biomass",,,g,"DBA (at litter surface)",0.500,2.500,cm,"","",,,"",,,,"ln(BST) =  3.1469 + 2.8938 * ln(DBA)",13,0.890,0.203000,0.451000
127,S,"SASI2","Salix sitchensis","Sitka Willow",BFT,W,G,"Total foliage biomass",,,g,"DBA (at litter surface)",1.400,6.300,cm,"","",,,"",,,,"ln(BFT) =  2.1706 + 2.5593 * ln(DBA)",7,0.920,0.106000,0.326000
128,T,"TSHE","Tsuga heterophylla","Western Hemlock",BFT,C,M,"Total foliage biomass",,,kg,"DBH",2.100,13.400,cm,"","",,,"",,,,"ln(BFT) = -4.4351 + 2.3886 * ln(DBH)",9,0.960,0.103000,0.321000
129,T,"TSHE","Tsuga heterophylla","Western Hemlock",BBL,C,M,"Live branch biomass",,,kg,"DBH",2.100,13.400,cm,"","",,,"",,,,"ln(BBL) = -5.0317 + 2.6160 * ln(DBH)",9,0.970,0.022000,0.148000
130,T,"TSHE","Tsuga heterophylla","Western Hemlock",BST,C,M,"Total stem biomass",,,kg,"DBH",2.100,13.400,cm,"","",,,"",,,,"ln(BST) = -2.0849 + 2.3275 * ln(DBH)",9,0.990,0.011000,0.105000
131,S,"VAAL","Vaccinium alaskaense","Alaska Huckleberry",BFT,G,M,"Total foliage biomass",,,g,"DBA (at litter surface)",0.300,3.600,cm,"","",,,"",,,,"ln(BFT) =  1.5368 + 2.3086 * ln(DBA)",35,0.940,0.111000,0.333000
132,S,"VAAL","Vaccinium alaskaense","Alaska Huckleberry",AFT,G,M,"Total all-sided leaf area",,,cm^2,"DBA (at litter surface)",0.600,3.600,cm,"","",,,"",,,,"ln(AFT) =  8.2600 + 2.3609 * ln(DBA)",21,0.940,0.085000,0.292000
133,S,"VAAL","Vaccinium alaskaense","Alaska Huckleberry",BAE,G,M,"Total abvground biomass (wood & bark)",,,g,"DBA (at litter surface)",0.600,3.600,cm,"","",,,"",,,,"ln(BAE) =  3.6123 + 2.9944 * ln(DBA)",26,0.940,0.140000,0.374000
134,H,"ADPE","Adiantum pedatum","Northern Maidenhair Fern",BFT,W,O,"Total foliage biomass",,,g,"Plant length, base to tip along main stem",20.000,98.000,cm,"","",,,"",,,,"ln(BFT) = -3.4947 + 0.0421 * LEN",52,0.880,0.098000,0.313000
135,H,"ARCA3","Aralia californica","California Aralia",BAT,W,O,"Total abvground biomass (inc. foliage)",,,g,"DBA (at litter surface)",1.200,3.900,cm,"","",,,"",,,,"ln(BAT) =  1.7630 + 1.0952 * DBA",22,0.940,0.067000,0.259000
136,H,"ATFI","Athyrium filix-femina","Ladyfern",BFT,W,G,"Total foliage biomass",,,g,"Average frond length (LEN)",45.000,160.000,cm,"No. of fronds (NUM)","2.",26.000,,"",,,,"BFT  = -11.223 + 0.0490*LEN*NUM",21,0.800,490.200000,22.140000
137,S,"BENE","Berberis nervosa","Cascade Hollygrape",BFT,W,O,"Total foliage biomass",,,g,"Cover (on 1 sq. m)",5.000,90.000,%,"","",,,"",,,,"BFT  =  14.218 + 1.984 * COV",32,0.800,658.800000,25.667000
138,H,"BLSP","Blechnum spicant","Deerfern",BFT,W,O,"Total foliage biomass",,,g,"Average frond length",35.000,100.000,cm,"No. of fronds","2.",39.000,,"",,,,"BFT  = -0.4345 + 0.0116*LEN*NUM",28,0.920,2.131000,1.460000
139,H,"DRAU2","Dryopteris austriaca","Mountain Woodfern",BFT,W,O,"Total foliage biomass",,,g,"Average frond length",45.000,110.000,cm,"No. of fronds","2.",10.000,,"",,,,"BFT  = -4.5210 + 0.0476*LEN*NUM",20,0.690,54.374000,7.373900
140,H,"EPAN","Epilobium angustifolium","Fireweed",BFT,W,E,"Total foliage biomass",,,g,"Length (LEN)",52.000,155.000,cm,"","",,,"",,,,"ln(BFT) = -6.6002 + 1.7076 * ln(LEN)",13,0.930,0.049000,0.221000
141,H,"EPAN","Epilobium angustifolium","Fireweed",AFT,W,E,"Total all-sided leaf area",,,cm^2,"Length (LEN)",52.000,155.000,cm,"","",,,"",,,,"ln(AFT) = -1.6153 + 1.8143 * ln(LEN)",13,0.920,0.064000,0.253000
142,H,"EPAN","Epilobium angustifolium","Fireweed",BST,W,E,"Total stem biomass",,,g,"Length (LEN)",52.000,155.000,cm,"","",,,"",,,,"ln(BST) = -10.348 + 2.4993 * ln(LEN)",13,0.980,0.034000,0.184000
143,H,"EPAN","Epilobium angustifolium","Fireweed",BAT,W,E,"Total abvground biomass (inc. foliage)",,,g,"Length (LEN)",52.000,155.000,cm,"","",,,"",,,,"ln(BAT) = -7.0665 + 1.977 * ln(LEN)",36,0.890,0.107000,0.327000
144,H,"EPPA","Epilobium paniculatum","Autumn Willoweed",BAT,W,E,"Total abvground biomass (inc. foliage)",,,g,"Length (LEN)",20.000,145.000,cm,"","",,,"",,,,"ln(BAT) = -9.7444 + 2.5495 * ln(LEN)",59,0.760,0.380000,0.616000
145,H,"EPWA","Epilobium watsonii","Watson's Willoweed",BAT,W,G,"Total abvground biomass (inc. foliage)",,,g,"Length (LEN)",36.000,162.000,cm,"","",,,"",,,,"ln(BAT) = -0.67 + 0.02 * LEN",21,0.690,0.212000,0.460000
146,S,"GASH","Gaultheria shallon","Salal",BFT,W,O,"Total foliage biomass",,,g,"Cover (on 1 sq. m) (COV)",5.000,85.000,%,"","",,,"",,,,"ln(BFT) = 1.5457 + 0.7026 * ln(COV)",32,0.830,0.064000,0.253000
147,S,"GASH","Gaultheria shallon","Salal",BFT,W,E,"Total foliage biomass",,,g,"Cover (on 1 sq. m) (COV)",2.000,60.000,%,"","",,,"",,,,"BFT = 11.699 + 3.518 * COV",12,0.970,146.300000,12.095000
148,S,"GASH","Gaultheria shallon","Salal",AFT,W,E,"Total all-sided leaf area",,,cm^2,"Cover (on 1 sq. m) (COV)",2.000,60.000,%,"","",,,"",,,,"AFT = 2616.3 + 558.91 * COV",12,0.910,1.196000,345.832300
149,S,"GASH","Gaultheria shallon","Salal",BST,W,E,"Total stem biomass",,,g,"Cover (on 1 sq. m) (COV)",2.000,60.000,%,"","",,,"",,,,"BST = 2.4566 + 1.1425 * COV",12,0.950,20.180000,4.492000
150,H,"OXOR","Oxalis oregana","Oregon Oxalis",BFT,W,O,"Total foliage biomass",,,g,"Cover (on 1 sq. m) (COV)",5.000,100.000,%,"","",,,"",,,,"BFT = 0.4625 * COV",10,0.960,2.200000,1.483000
151,H,"PEFR2","Petasites frigidus","Sweet Coltsfoot",BAT,W,G,"Total abvground biomass (inc. foliage)",,,g,"Leaf blade length (LEN)",5.000,23.000,cm,"","",,,"",,,,"ln(BAT) = -2.9438 + 0.2205 * LEN",41,0.940,0.077000,0.277000
152,H,"XETE","Xerophyllum tenax","Beargrass",BFT,W,O,"Total foliage biomass",,,g,"DBA (at litter surface)",2.000,26.000,cm,"LEN (along midrib, not inc. petiole)","40.0",80.000,cm,"",,,,"BFT = 18.873 + 0.0280 * DBA^2 * LEN",22,0.940,150.400000,12.264000
153,H,"POMU","Polystichum munitum","Sword Fern",BFT,W,O,"Total foliage biomass",,,g,"Average frond length (LEN)",34.000,130.000,cm,"No. of fronds (NUM)","4.",70.000,,"",,,,"BFT  = -4.4557 + 0.0644*LEN*NUM",41,0.910,1135.200000,33.692700
154,H,"PTAQ","Pteridium aquilinum","Braken Fern",BFT,W,E,"Total foliage biomass, one frond",,,g,"DBA (at litter surface)",0.330,1.120,cm,"","",,,"",,,,"ln(BFT) =  3.1703 + 2.1433 * ln(DBA)",19,0.900,0.079000,0.281000
155,H,"PTAQ","Pteridium aquilinum","Braken Fern",AFT,W,E,"Total all-sided leaf area, one frond",,,cm^2,"DBA (at litter surface)",0.330,1.120,cm,"","",,,"",,,,"ln(AFT) =  8.9720 + 2.0719 * ln(DBA)",19,0.880,0.092000,0.303000
156,H,"PTAQ","Pteridium aquilinum","Braken Fern",BST,W,E,"Total stem biomass, one frond",,,g,"DBA (at litter surface)",0.330,1.120,cm,"","",,,"",,,,"ln(BST) =  2.8907 + 2.8368 * ln(DBA)",19,0.950,0.070000,0.265000
157,H,"SESY","Senecio sylvaticus","Woodland Groundsel",BFT,W,E,"Total foliage biomass",,,g,"Length (LEN)",24.000,102.000,cm,"","",,,"",,,,"ln(BFT) = -14.0035 + 3.4393 * ln(LEN)",38,0.790,0.535000,0.731000
158,H,"SESY","Senecio sylvaticus","Woodland Groundsel",AFT,W,E,"Total all-sided leaf area",,,cm^2,"Length (LEN)",24.000,102.000,cm,"","",,,"",,,,"ln(AFT) = -11.1395 + 3.9347 * ln(LEN)",38,0.790,0.699000,0.836000
159,H,"SESY","Senecio sylvaticus","Woodland Groundsel",BST,W,E,"Total stem biomass",,,g,"Length (LEN)",24.000,102.000,cm,"","",,,"",,,,"ln(BST) = -16.446 + 4.2545 * ln(LEN)",38,0.820,0.682000,0.826000
160,H,"SESY","Senecio sylvaticus","Woodland Groundsel",BIT,W,E,"Total inflorescence biomass",,,g,"Length (LEN)",24.000,102.000,cm,"","",,,"",,,,"ln(BIT) = -18.447 + 4.6583 * ln(LEN)",38,0.850,0.650000,0.806000
161,H,"SESY","Senecio sylvaticus","Woodland Groundsel",BRL,W,E,"Total root biomass (live)",,,g,"Length (LEN)",24.000,102.000,cm,"","",,,"",,,,"ln(BRT) = -14.8785 + 3.8645 * ln(LEN)",37,0.690,1.091000,1.045000
162,H,"STCO4","Stachys cooleyae","Cooley's Hedge Nettle",BAT,W,Y,"Total abvground biomass (inc. foliage)",,,g,"Length (LEN)",40.000,140.000,cm,"","",,,"",,,,"ln(BAT) =  -7.4680 + 1.930 * ln(LEN)",37,0.790,0.090000,0.300000
163,H,"LOOB","Lotus oblongifolius","Lotus Specie",BAT,S,G,"Total abvground biomass (inc. foliage)",85.700,121.300,g,"Cover (COV)",,,%,"","",,,"",,,,"BAT =  1.009 * COV",4,,,
164,S,"CASE","Castanopsis sempervirens","Sierra Chinkapin",BAT,S,G,"Total abvground biomass (inc. foliage)",689.100,1377.000,g,"Cover (COV)",,,%,"","",,,"",,,,"BAT =  9.19 * COV",6,,,
165,S,"CECO","Ceanothus cordulatus","Mountain Whitethorn Ceanoth",BAT,S,G,"Total abvground biomass (inc. foliage)",301.500,2271.000,g,"Cover (COV)",,,%,"","",,,"",,,,"BAT = 10.75 * COV",8,,,
166,S,"COCOC","Corylus cornuta californi","California Hazel",BAT,S,G,"Total abvground biomass (inc. foliage)",238.000,877.800,g,"Cover (COV)",,,%,"","",,,"",,,,"BAT =  5.01 * COV",8,,,
167,S,"COST","Cornus stolonifera","Western Dogwood",BAT,S,G,"Total abvground biomass (inc. foliage)",208.900,510.100,g,"Cover (COV)",,,%,"","",,,"",,,,"BAT =  3.75 * COV",8,,,
168,S,"SAJE","Salix jepsonii","",BAT,S,G,"Total abvground biomass (inc. foliage)",533.900,2230.000,g,"Cover (COV)",,,%,"","",,,"",,,,"BAT = 10.24 * COV",8,,,
169,H,"ATFI","Athyrium filix-femina","Ladyfern",BAT,S,G,"Total abvground biomass (inc. foliage)",44.600,264.600,g,"Cover (COV)",,,%,"","",,,"",,,,"BAT = 1.235 * COV",8,,,
170,H,"LULA","Lupinus latifolius","Broadleaf Lupine",BAT,S,G,"Total abvground biomass (inc. foliage)",84.900,302.100,g,"Cover (COV)",,,%,"","",,,"",,,,"BAT = 2.044 * COV",8,,,
171,H,"SETR","Senecio triangularis","Arrowlf Groundsel",BAT,S,G,"Total abvground biomass (inc. foliage)",201.400,362.800,g,"Cover (COV)",,,%,"","",,,"",,,,"BAT = 2.747 * COV",8,,,
172,H,"MIGU","Mimulus guttatus","Common Monkeyflower",BAT,S,G,"Total abvground biomass (inc. foliage)",61.500,159.300,g,"Cover (COV)",,,%,"","",,,"",,,,"BAT = 0.981 * COV",8,,,
173,T,"TSHE","Tsuga heterophylla","Western Hemlock",BSW,C,M,"Stem wood biomass",16000.000,650000.000,kg,"DBH (1.3 m)",9.900,47.800,cm,"","",,,"",,,,"ln(BSW) = -2.681 + 2.447 * ln(DBH)",19,0.980,0.032000,0.179000
174,T,"TSHE","Tsuga heterophylla","Western Hemlock",BSB,C,M,"Stem bark biomass",1947.000,58000.000,kg,"DBH (1.3 m)",9.900,47.800,cm,"","",,,"",,,,"ln(BSB) = -4.371 + 2.259 * ln(DBH)",19,0.970,0.035000,0.187000
175,T,"TSHE","Tsuga heterophylla","Western Hemlock",BFT,C,M,"Total foliage biomass",602.000,48000.000,kg,"DBH (1.3 m)",9.900,47.800,cm,"","",,,"",,,,"ln(BFT) = -6.524 + 2.659 * ln(DBH)",21,0.910,0.157000,0.396000
176,T,"TSHE","Tsuga heterophylla","Western Hemlock",BBS,C,M,"Branch biomass, small",278.200,16000.000,kg,"DBH (1.3 m)",9.900,47.800,cm,"","",,,"",,,,"ln(BBS)  = -6.611 + 2.431 * ln(DBH)",21,0.910,0.123000,0.351000
177,S,"ALSI","Alnus sinuata","Sitka Alder",BST,C,E,"Total stem biomass",,,g,"Stem diameter at 10 cm above root collar",1.500,4.200,cm,"","",,,"",,,,"ln(BST) =  3.09 + 2.93 * ln(DBA)",25,0.920,15.000000,124.000000
178,S,"ALSI","Alnus sinuata","Sitka Alder",BFT,C,E,"Total foliage biomass",,,g,"Stem diameter at 10 cm above root collar",1.500,4.200,cm,"","",,,"",,,,"ln(BFT) =  2.12 + 2.29 * ln(DBA)",25,0.870,246.490000,15.700000
179,S,"CESA","Ceanothus sanguineus","Redstem Ceanothus",BFT,W,Y,"Total foliage biomass",0.690,226.800,g,"DBA (at litter surface)",0.460,5.700,cm,"","",,,"",,,,"ln(BFT) = 2.02882 + 1.9855 * ln(DBA)",12,0.928,0.214000,0.463000
180,S,"CESA","Ceanothus sanguineus","Redstem Ceanothus",BAE,W,Y,"Total abvground biomass (wood & bark)",2.710,2765.000,g,"DBA (at litter surface)",0.460,5.700,cm,"","",,,"",,,,"ln(BAE) = 3.33245 + 2.75592 * ln(DBA)",12,0.991,0.045800,0.214000
181,S,"CESA","Ceanothus sanguineus","Redstem Ceanothus",BAT,W,Y,"Total abvground biomass (inc. foliage)",3.400,2992.000,g,"DBA (at litter surface)",0.460,5.700,cm,"","",,,"",,,,"ln(BAT) = 3.5961 + 2.62228 * ln(DBA)",12,0.986,0.066100,0.257000
182,S,"CEIN","Ceanothus sanguineus","Deerbrush Ceanothus",BFT,W,Y,"Total foliage biomass",3.870,207.700,g,"DBA (at litter surface)",1.030,4.790,cm,"","",,,"",,,,"ln(BFT) = 1.9006 + 2.27741 * ln(DBA)",15,0.803,0.338300,0.582000
183,S,"CEIN","Ceanothus sanguineus","Deerbrush Ceanothus",BAE,W,Y,"Tot abvgrnd wood & bark biomass (no fol'ge)",16.240,2794.000,g,"DBA (at litter surface)",1.030,4.790,cm,"","",,,"",,,,"ln(BAE) = 3.6812 + 2.71737 * ln(DBA)",15,0.910,0.193400,0.440000
184,S,"CEIN","Ceanothus sanguineus","Deerbrush Ceanothus",BAT,W,Y,"Total abvground biomass (inc. foliage)",23.240,2991.000,g,"DBA (at litter surface)",1.030,4.790,cm,"","",,,"",,,,"ln(BAT) = 3.6672 + 2.65018 * ln(DBA)",15,0.916,0.172200,0.415000
185,S,"VAPA","Vaccinium parvifolium","Red Whortleberry",BFT,W,Y,"Total foliage biomass",0.840,26.000,g,"DBA (at litter surface)",0.400,3.300,cm,"","",,,"",,,,"ln(BFT) = 1.72559 + 1.78684 * ln(DBA)",7,0.965,0.067100,0.259000
186,S,"VAPA","Vaccinium parvifolium","Red Whortleberry",BAE,W,Y,"Tot abvgrnd wood & bark biomass (no fol'ge)",2.430,209.600,g,"DBA (at litter surface)",0.400,3.300,cm,"","",,,"",,,,"ln(BAE) = 3.6052 + 2.47787 * ln(DBA)",7,0.978,0.081000,0.285000
187,S,"VAPA","Vaccinium parvifolium","Red Whortleberry",BAT,W,Y,"Total abvground biomass (inc. foliage)",3.270,439.500,g,"DBA (at litter surface)",0.400,3.300,cm,"","",,,"",,,,"ln(BAT) = 3.761 + 2.37498 * ln(DBA)",7,0.979,0.070000,0.265000
188,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BFT,W,Y,"Total foliage biomass",18.200,943.500,g,"DBA (at litter surface)",0.290,6.100,cm,"","",,,"",,,,"ln(BFT) = 3.83665 + 1.30346 * ln(DBA)",23,0.906,0.119900,0.346000
189,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BAP,W,Y,"Live wood plus bark biomass (aboveground)",0.080,786.700,g,"DBA (at litter surface)",0.290,6.100,cm,"","",,,"",,,,"ln(BAP) = 2.75416 + 2.71028 * ln(DBA)",23,0.931,0.368700,0.607000
190,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BAT,W,Y,"Total aboveground biomass",18.300,1682.000,g,"DBA (at litter surface)",0.290,6.100,cm,"","",,,"",,,,"ln(BAT) = 4.24672 + 1.62976 * ln(DBA)",23,0.949,0.097400,0.312000
191,T,"THPL","Thuja plicata","Western Redcedar",BFT,W,Y,"Total foliage biomass",0.280,66.100,g,"DBA (at litter surface)",0.180,2.230,cm,"","",,,"",,,,"ln(BFT) = 2.6032 + 2.26376 * ln(DBA)",5,0.995,0.035900,0.189000
192,T,"THPL","Thuja plicata","Western Redcedar",BAP,W,Y,"Live wood plus bark biomass (aboveground)",0.190,148.600,g,"DBA (at litter surface)",0.180,2.230,cm,"","",,,"",,,,"ln(BAP) = 2.6949 + 2.62506 * ln(DBA)",5,0.989,0.107700,0.328000
193,T,"THPL","Thuja plicata","Western Redcedar",BAT,W,Y,"Total aboveground biomass (inc. foliage)",0.470,214.700,g,"DBA (at litter surface)",0.180,2.230,cm,"","",,,"",,,,"ln(BAT) = 3.34884 + 2.45446 * ln(DBA)",5,0.997,0.027000,0.164000
194,T,"TSHE","Tsuga heterophylla","Western Hemlock",BFT,W,Y,"Total foliage biomass",0.050,340.900,g,"DBA (at litter surface)",0.120,4.290,cm,"","",,,"",,,,"ln(BFT) = 2.97114 + 2.2498 * ln(DBA)",18,0.952,0.295300,0.543000
195,T,"TSHE","Tsuga heterophylla","Western Hemlock",BAP,W,Y,"Live wood plus bark biomass (abvground)",0.060,518.400,g,"DBA (at litter surface)",0.120,4.290,cm,"","",,,"",,,,"ln(BAP) = 3.00652 + 2.5197 * ln(DBA)",18,0.970,0.228600,0.478000
196,T,"TSHE","Tsuga heterophylla","Western Hemlock",BAT,W,Y,"Total abvground biomass (inc. foliage)",0.110,795.100,g,"DBA (at litter surface)",0.120,4.290,cm,"","",,,"",,,,"ln(BAT) = 3.69564 + 2.37489 * ln(DBA)",18,0.969,0.211500,0.460000
197,H,"ANMA","Anaphalis margaritacea","Pearly Everlasting",BAT,W,Y,"Total abvground biomass (inc. foliage)",,,g,"Length (LEN)",7.000,100.000,cm,"","",,,"",,,,"BAT = -0.159304 + 0.032238 * LEN",17,0.873,0.126300,0.355000
198,H,"ANMA","Anaphalis margaritacea","Pearly Everlasting",BAT,W,Y,"Total abvground biomass (inc. foliage)",,,g,"Cover (on 1 sq. m)",0.100,24.000,%,"","",,,"",,,,"BAT = -0.088642 + 0.880757 * COV",144,0.805,5.061000,2.250000
199,S,"RUPA","Rubus parviflorus","Western Thimbleberry",BFT,W,Y,"Total foliage biomass",,,g,"Cover (on 1 sq. m)",20.000,100.000,%,"","",,,"",,,,"ln(BFT) = 2.30433 + 0.022792 * COV",6,0.769,0.196000,0.443000
200,S,"RUPA","Rubus parviflorus","Western Thimbleberry",BST,W,Y,"Total stem biomass",,,g,"Cover (on 1 sq. m)",20.000,100.000,%,"","",,,"",,,,"ln(BST) = 0.66502 + 0.041485 * COV",6,0.906,0.225800,0.475000
201,S,"RUPA","Rubus parviflorus","Western Thimbleberry",BAT,W,Y,"Total abvground biomass (inc. foliage)",,,g,"Cover (on 1 sq. m)",20.000,100.000,%,"","",,,"",,,,"ln(BAT) = 2.30884 + 0.031266 * COV",6,0.902,0.133900,0.366000
202,S,"RUUR","Rubus ursinus","California Dewberry",BAT,W,Y,"Total abvground biomass (inc. foliage)",,,g,"Cover (on 1 sq. m)",8.000,100.000,%,"","",,,"",,,,"ln(BAT) = -0.843146 + 1.36253 * ln(COV)",16,0.849,0.146700,0.383000
203,H,"CIVU","Cirsium vulgare","Bull Thistle",BAT,W,Y,"Total abvground biomass (inc. foliage)",,,g,"Cover (on 1 sq. m)",1.200,17.000,%,"","",,,"",,,,"BAT  = -22.6636 + 9.68748 * COV",27,0.712,535.232000,23.135000
204,H,"POMU","Polystichum munitum","Sword Fern",BFT,W,Y,"Total foliage biomass",,,g,"Cover (on 1 sq. m)",0.400,72.000,%,"","",,,"",,,,"BFT  =  0.620911 + 1.92561 * COV",66,0.783,318.700000,17.852000
205,H,"EPPA","Epilobium paniculatum","Autumn Willoweed",BAT,W,Y,"Total abvground biomass (inc. foliage)",,,g,"Cover (on 1 sq. m)",0.100,24.000,%,"","",,,"",,,,"BAT  = -0.095966 + 0.422654 * COV",36,0.926,0.278500,0.528000
206,H,"EPWA","Epilobium watsonii","Watson's Willoweed",BAT,W,Y,"Total abvground biomass (inc. foliage)",,,g,"Cover (on 1 sq. m)",0.100,4.000,%,"","",,,"",,,,"BAT  =  0.038657 + 1.44496 * COV",12,0.979,0.086800,0.295000
207,H,"ATFI","Athyrium filix-femina","Ladyfern",BFT,W,G,"Mean weight per frond",0.410,12.500,g,"Average frond length",45.000,160.000,cm,"No. of fronds","2.",26.000,,"",,,,"ln(BFT) = -10.2339 + 2.4385 * ln(LEN) + ln(NUM)",21,0.740,0.230040,0.479630
208,H,"BLSP","Blechnum spicant","Deerfern",BFT,W,O,"Mean weight per frond",0.370,1.210,g,"Average frond length",35.000,100.000,cm,"No. of fronds","2.",39.000,,"",,,,"ln(BFT) = -4.2517 + 0.9335 * ln(LEN) + ln(NUM)",28,0.570,0.052690,0.229540
