EQN_NO,LIFEFORM,SPP_CODE,SCI_NAME,COMM_NAME,BIO_COMP,GEO_AREA,SER_STAG,TAX_LIFE,PA1_CODE,PA1_TEXT,PA1_MIN,PA1_MAX,PA1_UNIT,PA2_CODE,PA2_TEXT,PA2_MIN,PA2_MAX,PA2_UNIT,PA3_CODE,PA3_TEXT,PA3_MIN,PA3_MAX,PA3_UNIT,DEP_VAR,DPV_MIN,DPV_MAX,DPV_UNIT,CF1,CF2,CF3,CF4,EQUATION
95,S,"CACH","Castanopsis chrysophylla","Golden Chinkapin",BBD,W,E,T,DBA,"Stem basal diameter",0.600,5.500,cm,,"",,,,,"",,,,"Dead branch biomass",,,g,0.899900000,2.287600000,,,"ln(BBD) = 0.8999 + 2.2876 ln(DBA)"
96,S,"CACH","Castanopsis chrysophylla","Golden Chinkapin",BST,W,E,T,DBA,"Stem basal diameter",0.400,5.500,cm,,"",,,,,"",,,,"Total stem biomass",,,g,2.957700000,2.610300000,,,"ln(BST) = 2.9577 + 2.6103 ln(DBA)"
97,S,"CEVEV","Ceanothus velutinus var.","",BAT,W,M,S,LEN,"Length",100.000,250.000,cm,DBA,"Stem basal diameter",1.000,7.000,cm,,"",,,,"Total abvground biomass (including foliage)",,,g,6.527460000,0.003278000,-0.051950000,3.095000000,"ln(BAT)= 6.52746 +0.003278*LEN -0.05195*(DBA)^2 +3.095*(DBA)^0.5   Be cautious when using this eqn.  IT GIVES HIGH ESTIMATE OF BIOMASS!"
98,S,"CEVEV","Ceanothus velutinus var.","",AFN,W,M,S,DBA,"Stem basal diameter",1.000,7.000,cm,,"",,,,,"",,,,"New all-sided leaf area",,,cm^2,1.233900000,-1.116300000,6.894000000,,"ln(AFN) =  1.2339 - 1.1163 * DBA + 6.894 * (DBA)^.50"
99,S,"CEVEV","Ceanothus velutinus var.","",BRL,W,M,S,BIO,"Total abvground biomass (inc. foliage)",,,g,,"",,,,,"",,,,"Total root biomass (live)",,,g,318.000000000,0.198600000,,,"BRT = 318 + 0.1986 * BIO"
100,K,"CONU","Cornus nuttallii","Pacific Dogwood",BFT,W,E,S,DBA,"Stem basal diameter",0.400,3.200,cm,,"",,,,,"",,,,"Total foliage biomass",,,g,2.792000000,1.868500000,,,"ln(BFT) = 2.7920 + 1.8685 * ln(DBA)"
101,K,"CONU","Cornus nuttallii","Pacific Dogwood",AFT,W,E,S,DBA,"Stem basal diameter",0.400,3.200,cm,,"",,,,,"",,,,"Total all-sided leaf area",,,cm^2,8.351400000,1.792000000,,,"ln(AFT) = 8.3514 + 1.7920 * ln(DBA)"
102,K,"CONU","Cornus nuttallii","Pacific Dogwood",BBL,W,E,S,DBA,"Stem basal diameter",0.400,3.200,cm,,"",,,,,"",,,,"Live branch biomass",,,g,2.260600000,2.873700000,,,"ln(BBL) = 2.2606 + 2.8737 * ln(DBA)"
103,K,"CONU","Cornus nuttallii","Pacific Dogwood",BST,W,E,S,DBA,"Stem basal diameter",0.400,3.200,cm,,"",,,,,"",,,,"Total stem biomass",,,g,3.294300000,2.062500000,,,"ln(BST) = 3.2943 + 2.0625 * ln(DBA)"
104,S,"COCOC","Corylus cornuta californi","California Hazel",BFT,W,M,S,DBA,"Stem basal diameter",0.700,2.900,cm,,"",,,,,"",,,,"Total foliage biomass",,,g,2.417000000,2.040000000,,,"ln(BFT) = 2.4170 + 2.040  * ln(DBA)"
105,S,"COCOC","Corylus cornuta californi","California Hazel",AFT,W,M,S,DBA,"Stem basal diameter",0.700,2.900,cm,,"",,,,,"",,,,"Total all-sided leaf area",,,cm^2,8.502000000,2.063000000,,,"ln(AFT) = 8.502  + 2.063  * ln(DBA)"
106,S,"COCOC","Corylus cornuta californi","California Hazel",BAE,W,M,S,DBA,"Stem basal diameter",0.700,2.900,cm,,"",,,,,"",,,,"Total aboveground biomass (wood & bark)",,,g,3.719000000,2.989000000,,,"ln(BAE) = 3.7190 + 2.989  * ln(DBA)"
107,S,"HODI","Holodiscus discolor","Creambush Rockspirea",BFT,W,M,S,DBA,"Stem basal diameter",0.500,3.100,cm,,"",,,,,"",,,,"Total foliage biomass",,,g,2.160000000,1.982000000,,,"ln(BFT) = 2.1600 + 1.982  * ln(DBA)"
108,S,"HODI","Holodiscus discolor","Creambush Rockspirea",AFT,W,M,S,DBA,"Stem basal diameter",0.500,3.100,cm,,"",,,,,"",,,,"Total all-sided leaf area",,,cm^2,8.002000000,2.030000000,,,"ln(AFT) = 8.0020 + 2.030 * ln(DBA)"
109,S,"HODI","Holodiscus discolor","Creambush Rockspirea",BAE,W,M,S,DBA,"Stem basal diameter",0.500,3.100,cm,,"",,,,,"",,,,"Total aboveground biomass (wood & bark)",,,g,3.782000000,2.743000000,,,"ln(BAE) = 3.782 + 2.743 * ln(DBA)"
110,S,"OPHO","Oplopanax horridum","American Devilsclub",BFT,R,M,S,DBA,"Stem basal diameter",,,cm,,"",,,,,"",,,,"Total foliage biomass",,,g,1.450000000,2.110000000,,,"ln(BFT) =  1.45 + 2.11 * ln(DBA)"
111,S,"OPHO","Oplopanax horridum","American Devilsclub",BST,R,M,S,DBA,"Stem basal diameter",,,cm,,"",,,,,"",,,,"Total stem biomass",,,g,1.590000000,3.340000000,,,"ln(BST) =  1.59 + 3.34 * ln(DBA)"
112,S,"RHMA","Rhododendron macrophyllum","Pacific Rhododendron",BFT,W,O,S,DBA,"Stem basal diameter",0.300,7.000,cm,,"",,,,,"",,,,"Total foliage biomass",,,g,2.656000000,1.826800000,,,"ln(BFT) =  2.6560 + 1.8268 * ln(DBA)"
113,S,"RHMA","Rhododendron macrophyllum","Pacific Rhododendron",AFT,W,O,S,DBA,"Stem basal diameter",0.300,7.000,cm,,"",,,,,"",,,,"Total all-sided leaf area",,,cm^2,8.276400000,1.851800000,,,"ln(AFT) =  8.2764 + 1.8518 * ln(DBA)"
114,S,"RHMA","Rhododendron macrophyllum","Pacific Rhododendron",BAE,W,O,S,DBA,"Stem basal diameter",0.500,4.400,cm,,"",,,,,"",,,,"Total aboveground biomass (wood & bark)",,,g,3.244700000,2.652700000,,,"ln(BAE) =  3.2447 + 2.6527 * ln(DBA)"
115,K,"RHMA","Rhododendron macrophyllum","Pacific Rhododendron",BFT,W,E,S,DBA,"Stem basal diameter",0.400,1.600,cm,,"",,,,,"",,,,"Total foliage biomass",,,g,2.507400000,1.752200000,,,"ln(BFT) =  2.5074 + 1.7522 * ln(DBA)"
116,K,"RHMA","Rhododendron macrophyllum","Pacific Rhododendron",BFN,W,E,S,DBA,"Stem basal diameter",0.400,1.600,cm,,"",,,,,"",,,,"New foliage biomass",,,g,1.759100000,1.543800000,,,"ln(BFN) =  1.7591 + 1.5438 * ln(DBA)"
117,K,"RHMA","Rhododendron macrophyllum","Pacific Rhododendron",AFT,W,E,S,DBA,"Stem basal diameter",0.400,1.600,cm,,"",,,,,"",,,,"Total all-sided leaf area",,,cm^2,7.478300000,1.674500000,,,"ln(AFT) =  7.4783 + 1.6745 * ln(DBA)"
118,K,"RHMA","Rhododendron macrophyllum","Pacific Rhododendron",AFN,W,E,S,DBA,"Stem basal diameter",0.400,1.600,cm,,"",,,,,"",,,,"New all-sided leaf area",,,cm^2,6.837000000,1.456100000,,,"ln(AFN) =  6.8370 + 1.4561 * ln(DBA)"
119,K,"RHMA","Rhododendron macrophyllum","Pacific Rhododendron",BBL,W,E,S,DBA,"Stem basal diameter",0.400,1.600,cm,,"",,,,,"",,,,"Live branch biomass",,,g,1.085400000,4.038900000,,,"ln(BBL) =  1.0854 + 4.0389 * ln(DBA)"
120,K,"RHMA","Rhododendron macrophyllum","Pacific Rhododendron",BST,W,E,S,DBA,"Stem basal diameter",0.400,1.600,cm,,"",,,,,"",,,,"Total stem biomass",,,g,2.747000000,2.316400000,,,"ln(BST) =  2.7470 + 2.3164 * ln(DBA)"
121,K,"RHMA","Rhododendron macrophyllum","Pacific Rhododendron",BFT,W,E,S,DBA,"Stem basal diameter",1.600,,cm,,"",,,,,"",,,,"Total foliage biomass",,,g,2.591800000,1.670900000,,,"ln(BFT) =  2.5918 + 1.6709 * ln(DBA)"
122,K,"RHMA","Rhododendron macrophyllum","Pacific Rhododendron",AFT,W,E,S,DBA,"Stem basal diameter",1.600,,cm,,"",,,,,"",,,,"Total all-sided leaf area",,,cm^2,7.414300000,1.662800000,,,"ln(AFT) =  7.4143 + 1.6628 * ln(DBA)"
123,S,"RIBR","Ribes bracteosum","Stink Currant",BFT,W,G,S,DBA,"Stem basal diameter",0.600,3.200,cm,,"",,,,,"",,,,"Total foliage biomass",,,g,2.211600000,2.012700000,,,"ln(BFT) =  2.2116 + 2.0127 * ln(DBA)"
124,S,"RIBR","Ribes bracteosum","Stink Currant",BST,W,G,S,DBA,"Stem basal diameter",0.900,3.200,cm,,"",,,,,"",,,,"Total stem biomass",,,g,3.183900000,2.414500000,,,"ln(BST) =  3.1839 + 2.4145 * ln(DBA)"
125,S,"RUSP","Rubus spectabilis","Salmonberry",BFT,W,G,S,DBA,"Stem basal diameter",0.500,2.500,cm,,"",,,,,"",,,,"Total foliage biomass",,,g,2.466700000,2.659600000,,,"ln(BFT) =  2.4667 + 2.6596 * ln(DBA)"
126,S,"RUSP","Rubus spectabilis","Salmonberry",BST,W,G,S,DBA,"Stem basal diameter",0.500,2.500,cm,,"",,,,,"",,,,"Total stem biomass",,,g,3.146900000,2.893800000,,,"ln(BST) =  3.1469 + 2.8938 * ln(DBA)"
127,S,"SASI2","Salix sitchensis","Sitka Willow",BFT,W,G,S,DBA,"Stem basal diameter",1.400,6.300,cm,,"",,,,,"",,,,"Total foliage biomass",,,g,2.170600000,2.559300000,,,"ln(BFT) =  2.1706 + 2.5593 * ln(DBA)"
128,T,"TSHE","Tsuga heterophylla","Western Hemlock",BFT,C,M,T,DBH,"Stem diameter @ breast ht",2.100,13.400,cm,,"",,,,,"",,,,"Total foliage biomass",,,g,2.472660000,2.388600000,,,"ln(BFT) = 2.47266 + 2.3886 * ln(DBH)"
129,T,"TSHE","Tsuga heterophylla","Western Hemlock",BBL,C,M,T,DBH,"Stem diameter @ breast ht",2.100,13.400,cm,,"",,,,,"",,,,"Live branch biomass",,,g,1.876060000,2.616000000,,,"ln(BBL) = 1.87606 + 2.6160 * ln(DBH)"
130,T,"TSHE","Tsuga heterophylla","Western Hemlock",BST,C,M,T,DBH,"Stem diameter @ breast ht",2.100,13.400,cm,,"",,,,,"",,,,"Total stem biomass",,,g,4.822860000,2.327500000,,,"ln(BST) = 4.82286 + 2.3275 * ln(DBH)"
131,S,"VAAL","Vaccinium alaskaense","Alaska Huckleberry",BFT,G,M,S,DBA,"Stem basal diameter",0.300,3.600,cm,,"",,,,,"",,,,"Total foliage biomass",,,g,1.536800000,2.308600000,,,"ln(BFT) =  1.5368 + 2.3086 * ln(DBA)"
132,S,"VAAL","Vaccinium alaskaense","Alaska Huckleberry",AFT,G,M,S,DBA,"Stem basal diameter",0.600,3.600,cm,,"",,,,,"",,,,"Total all-sided leaf area",,,cm^2,8.260000000,2.360900000,,,"ln(AFT) =  8.2600 + 2.3609 * ln(DBA)"
133,S,"VAAL","Vaccinium alaskaense","Alaska Huckleberry",BAE,G,M,S,DBA,"Stem basal diameter",0.600,3.600,cm,,"",,,,,"",,,,"Total aboveground biomass (wood & bark)",,,g,3.612300000,2.994400000,,,"ln(BAE) =  3.6123 + 2.9944 * ln(DBA)"
134,H,"ADPE","Adiantum pedatum","Northern Maidenhair Fern",BFT,W,O,H,LEN,"Length (base to tip along main stem)",20.000,98.000,cm,,"",,,,,"",,,,"Total foliage biomass",,,g,-3.494700000,0.042100000,,,"ln(BFT) = -3.4947 + 0.0421 * LEN"
135,H,"ARCA3","Aralia californica","California Aralia",BAT,W,O,H,DBA,"Stem basal diameter",1.200,3.900,cm,,"",,,,,"",,,,"Total abvground biomass (including foliage)",,,g,1.763000000,1.095200000,,,"ln(BAT) =  1.7630 + 1.0952 * DBA"
136,H,"ATFI","Athyrium filix-femina","Ladyfern",BFT,W,G,H,LEN,"Average frond length",45.000,160.000,cm,NUM,"Number of fronds",2.000,26.000,,,"",,,,"Total foliage biomass",,,g,-11.223000000,0.049000000,,,"BFT  = -11.223 + 0.0490*LEN*NUM"
137,S,"BENE","Berberis nervosa","Cascade Hollygrape",BFT,W,O,S,COV,"Cover (on 1 sq. m)",5.000,90.000,%,,"",,,,,"",,,,"Total foliage biomass",,,g,14.218000000,1.984000000,,,"BFT  =  14.218 + 1.984 * COV"
138,H,"BLSP","Blechnum spicant","Deerfern",BFT,W,O,H,LEN,"Average frond length",35.000,100.000,cm,NUM,"Number of fronds",2.000,39.000,,,"",,,,"Total foliage biomass",,,g,-0.434500000,0.011600000,,,"BFT  = -0.4345 + 0.0116*LEN*NUM"
139,H,"DRAU2","Dryopteris austriaca","Mountain Woodfern",BFT,W,O,H,LEN,"Average frond length",45.000,110.000,cm,NUM,"Number of fronds",2.000,10.000,,,"",,,,"Total foliage biomass",,,g,-4.521000000,0.047600000,,,"BFT  = -4.5210 + 0.0476*LEN*NUM"
140,H,"EPAN","Epilobium angustifolium","Fireweed",BFT,W,E,H,LEN,"Length (base to tip along main stem)",52.000,155.000,cm,,"",,,,,"",,,,"Total foliage biomass",,,g,-6.600200000,1.707600000,,,"ln(BFT) = -6.6002 + 1.7076 * ln(LEN)"
141,H,"EPAN","Epilobium angustifolium","Fireweed",AFT,W,E,H,LEN,"Length (base to tip along main stem)",52.000,155.000,cm,,"",,,,,"",,,,"Total all-sided leaf area",,,cm2,-1.615300000,1.814300000,,,"ln(AFT) = -1.6153 + 1.8143 * ln(LEN)"
142,H,"EPAN","Epilobium angustifolium","Fireweed",BST,W,E,H,LEN,"Length (base to tip along main stem)",52.000,155.000,cm,,"",,,,,"",,,,"Total stem biomass",,,g,-10.348000000,2.499300000,,,"ln(BST) = -10.348 + 2.4993 * ln(LEN)"
143,H,"EPAN","Epilobium angustifolium","Fireweed",BAT,W,E,H,LEN,"Length (base to tip along main stem)",52.000,155.000,cm,,"",,,,,"",,,,"Total abvground biomass (including foliage)",,,g,-7.066500000,1.977000000,,,"ln(BAT) = -7.0665 + 1.977 * ln(LEN)"
144,H,"EPPA","Epilobium paniculatum","Autumn Willoweed",BAT,W,E,H,LEN,"Length (base to tip along main stem)",20.000,145.000,cm,,"",,,,,"",,,,"Total abvground biomass (including foliage)",,,g,-9.744400000,2.549500000,,,"ln(BAT) = -9.7444 + 2.5495 * ln(LEN)"
145,H,"EPWA","Epilobium watsonii","Watson's Willoweed",BAT,W,G,H,LEN,"Length (base to tip along main stem)",36.000,162.000,cm,,"",,,,,"",,,,"Total abvground biomass (including foliage)",,,g,-0.670000000,0.020000000,,,"ln(BAT) = -0.67 + 0.02 * LEN"
146,S,"GASH","Gaultheria shallon","Salal",BFT,W,O,S,COV,"Cover (on 1 sq. m)",5.000,85.000,%,,"",,,,,"",,,,"Total foliage biomass",,,g,1.545700000,0.702600000,,,"ln(BFT) = 1.5457 + 0.7026 * ln(COV)"
147,S,"GASH","Gaultheria shallon","Salal",BFT,W,E,S,COV,"Cover (on 1 sq. m)",2.000,60.000,%,,"",,,,,"",,,,"Total foliage biomass",,,g,11.699000000,3.518000000,,,"BFT = 11.699 + 3.518 * COV"
148,S,"GASH","Gaultheria shallon","Salal",AFT,W,E,S,COV,"Cover (on 1 sq. m)",2.000,60.000,%,,"",,,,,"",,,,"Total all-sided leaf area",,,cm^2,2616.300000000,558.910000000,,,"AFT = 2616.3 + 558.91 * COV"
149,S,"GASH","Gaultheria shallon","Salal",BST,W,E,S,COV,"Cover (on 1 sq. m)",2.000,60.000,%,,"",,,,,"",,,,"Total stem biomass",,,g,2.456600000,1.142500000,,,"BST = 2.4566 + 1.1425 * COV"
150,H,"OXOR","Oxalis oregana","Oregon Oxalis",BFT,W,O,H,COV,"Cover (on 1 sq. m)",5.000,100.000,%,,"",,,,,"",,,,"Total foliage biomass",,,g,0.000000000,0.462500000,,,"BFT = 0.4625 * COV"
151,H,"PEFR2","Petasites frigidus","Sweet Coltsfoot",BAT,W,G,H,LEN,"Lf blade lt (along midrib not including petiole)",5.000,23.000,cm,,"",,,,,"",,,,"Total abvground biomass (including foliage)",,,g,-2.943800000,0.220500000,,,"ln(BAT) = -2.9438 + 0.2205 * LEN"
152,H,"XETE","Xerophyllum tenax","Beargrass",BFT,W,O,H,DBA,"Stem basal diameter",2.000,26.000,cm,LEN,"Leaf blade length",40.000,80.000,cm,,"",,,,"Total foliage biomass",,,g,18.873000000,0.028000000,,,"BFT = 18.873 + 0.0280 * DBA^2 * LEN"
153,H,"POMU","Polystichum munitum","Sword Fern",BFT,W,O,H,LEN,"Average frond length",34.000,130.000,cm,NUM,"Number of fronds",4.000,70.000,,,"",,,,"Total foliage biomass",,,g,-4.455700000,0.064400000,,,"BFT  = -4.4557 + 0.0644*LEN*NUM"
154,H,"PTAQ","Pteridium aquilinum","Braken Fern",BFT,W,E,H,DBA,"Stem basal diameter",0.330,1.120,cm,,"",,,,,"",,,,"Total foliage biomass",,,g,3.170300000,2.143300000,,,"ln(BFT) =  3.1703 + 2.1433 * ln(DBA)"
155,H,"PTAQ","Pteridium aquilinum","Braken Fern",AFT,W,E,H,DBA,"Stem basal diameter",0.330,1.120,cm,,"",,,,,"",,,,"Total all-sided leaf area",,,cm^2,8.972000000,2.071900000,,,"ln(AFT) =  8.9720 + 2.0719 * ln(DBA)"
156,H,"PTAQ","Pteridium aquilinum","Braken Fern",BST,W,E,H,DBA,"Stem basal diameter, for one frond",0.330,1.120,cm,,"",,,,,"",,,,"Total stem biomass",,,g,2.890700000,2.836800000,,,"ln(BST) =  2.8907 + 2.8368 * ln(DBA)"
157,H,"SESY","Senecio sylvaticus","Woodland Groundsel",BFT,W,E,H,LEN,"Length (base to tip along main stem)",24.000,102.000,cm,,"",,,,,"",,,,"Total foliage biomass",,,g,-14.003500000,3.439300000,,,"ln(BFT) = -14.0035 + 3.4393 * ln(LEN)"
158,H,"SESY","Senecio sylvaticus","Woodland Groundsel",AFT,W,E,H,LEN,"Length (base to tip along main stem)",24.000,102.000,cm,,"",,,,,"",,,,"Total all-sided leaf area",,,cm^2,-11.139500000,3.934700000,,,"ln(AFT) = -11.1395 + 3.9347 * ln(LEN)"
159,H,"SESY","Senecio sylvaticus","Woodland Groundsel",BST,W,E,H,LEN,"Length (base to tip along main stem)",24.000,102.000,cm,,"",,,,,"",,,,"Total stem biomass",,,g,-16.446000000,4.254500000,,,"ln(BST) = -16.446 + 4.2545 * ln(LEN)"
160,H,"SESY","Senecio sylvaticus","Woodland Groundsel",BIT,W,E,H,LEN,"Length (base to tip along main stem)",24.000,102.000,cm,,"",,,,,"",,,,"Total inflorescence biomass",,,g,-18.447000000,4.658300000,,,"ln(BIT) = -18.447 + 4.6583 * ln(LEN)"
161,H,"SESY","Senecio sylvaticus","Woodland Groundsel",BRL,W,E,H,LEN,"Length (base to tip along main stem)",24.000,102.000,cm,,"",,,,,"",,,,"Total root biomass (live)",,,g,-14.878500000,3.864500000,,,"ln(BRT) = -14.8785 + 3.8645 * ln(LEN)"
162,H,"STCO4","Stachys cooleyae","Cooley's Hedge Nettle",BAT,W,Y,H,LEN,"Length (base to tip along main stem)",40.000,140.000,cm,,"",,,,,"",,,,"Total abvground biomass (including foliage)",,,g,-7.468000000,1.930000000,,,"ln(BAT) =  -7.4680 + 1.930 * ln(LEN)"
163,H,"LOOB","Lotus oblongifolius","Lotus Specie",BAT,S,G,H,COV,"Cover",,,%,,"",,,,,"",,,,"Total abvground biomass (including foliage)",85.70,121.30,g,0.000000000,1.009000000,,,"BAT =  1.009 * COV"
164,S,"CASE","Castanopsis sempervirens","Sierra Chinkapin",BAT,S,G,S,COV,"Cover",,,%,,"",,,,,"",,,,"Total abvground biomass (including foliage)",689.10,1377.00,g,0.000000000,9.190000000,,,"BAT =  9.19 * COV"
165,S,"CECO","Ceanothus cordulatus","Mountain Whitethorn Ceanoth",BAT,S,G,S,COV,"Cover",,,%,,"",,,,,"",,,,"Total abvground biomass (including foliage)",301.50,2271.00,g,0.000000000,10.750000000,,,"BAT = 10.75 * COV"
166,S,"COCOC","Corylus cornuta californi","California Hazel",BAT,S,G,S,COV,"Cover",,,%,,"",,,,,"",,,,"Total abvground biomass (including foliage)",238.00,877.80,g,0.000000000,5.010000000,,,"BAT =  5.01 * COV"
167,S,"COST","Cornus stolonifera","Western Dogwood",BAT,S,G,S,COV,"Cover",,,%,,"",,,,,"",,,,"Total abvground biomass (including foliage)",208.90,510.10,g,0.000000000,3.750000000,,,"BAT =  3.75 * COV"
168,S,"SAJE","Salix jepsonii","",BAT,S,G,S,COV,"Cover",,,%,,"",,,,,"",,,,"Total abvground biomass (including foliage)",533.90,2230.00,g,0.000000000,10.240000000,,,"BAT = 10.24 * COV"
169,H,"ATFI","Athyrium filix-femina","Ladyfern",BAT,S,G,H,COV,"Cover",,,%,,"",,,,,"",,,,"Total abvground biomass (including foliage)",44.60,264.60,g,0.000000000,1.235000000,,,"BAT = 1.235 * COV"
170,H,"LULA","Lupinus latifolius","Broadleaf Lupine",BAT,S,G,H,COV,"Cover",,,%,,"",,,,,"",,,,"Total abvground biomass (including foliage)",84.90,302.10,g,0.000000000,2.044000000,,,"BAT = 2.044 * COV"
171,H,"SETR","Senecio triangularis","Arrowlf Groundsel",BAT,S,G,H,COV,"Cover",,,%,,"",,,,,"",,,,"Total abvground biomass (including foliage)",201.40,362.80,g,0.000000000,2.747000000,,,"BAT = 2.747 * COV"
172,H,"MIGU","Mimulus guttatus","Common Monkeyflower",BAT,S,G,H,COV,"Cover",,,%,,"",,,,,"",,,,"Total abvground biomass (including foliage)",61.50,159.30,g,0.000000000,0.981000000,,,"BAT = 0.981 * COV"
173,T,"TSHE","Tsuga heterophylla","Western Hemlock",BSW,C,M,T,DBH,"Stem diameter @ breast ht",9.900,47.800,cm,,"",,,,,"",,,,"Stem wood biomass",16000000.00,650000000.00,g,4.226800000,2.447000000,,,"ln(BSW) = 4.2268 + 2.447 * ln(DBH)"
174,T,"TSHE","Tsuga heterophylla","Western Hemlock",BSB,C,M,T,DBH,"Stem diameter @ breast ht",9.900,47.800,cm,,"",,,,,"",,,,"Stem bark biomass",1900000.00,58000000.00,g,2.536760000,2.259000000,,,"ln(BSB) = 2.53676 + 2.259 * ln(DBH)"
175,T,"TSHE","Tsuga heterophylla","Western Hemlock",BFT,C,M,T,DBH,"Stem diameter @ breast ht",9.900,47.800,cm,,"",,,,,"",,,,"Total foliage biomass",600000.00,48000000.00,g,0.383760000,2.659000000,,,"ln(BFT) = 0.38376 + 2.659 * ln(DBH)"
176,T,"TSHE","Tsuga heterophylla","Western Hemlock",BBS,C,M,T,DBH,"Stem diameter @ breast ht",9.900,47.800,cm,,"",,,,,"",,,,"Branch biomass, small",280000.00,16000000.00,g,0.296760000,2.431000000,,,"ln(BBS)  = 0.29676 + 2.431 * ln(DBH)"
177,S,"ALSI","Alnus sinuata","Sitka Alder",BST,C,E,S,DBA,"Stem diameter at 10 cm above root collar",1.500,4.200,cm,,"",,,,,"",,,,"Total stem biomass",,,g,3.090000000,2.930000000,,,"ln(BST) =  3.09 + 2.93 * ln(DBA)"
178,S,"ALSI","Alnus sinuata","Sitka Alder",BFT,C,E,S,DBA,"Stem diameter at 10 cm above root collar",1.500,4.200,cm,,"",,,,,"",,,,"Total foliage biomass",,,g,2.120000000,2.290000000,,,"ln(BFT) =  2.12 + 2.29 * ln(DBA)"
179,S,"CESA","Ceanothus sanguineus","Redstem Ceanothus",BFT,W,Y,S,DBA,"Stem basal diameter",0.460,5.700,cm,,"",,,,,"",,,,"Total foliage biomass",0.69,226.80,g,2.028820000,1.985500000,,,"ln(BFT) = 2.02882 + 1.9855 * ln(DBA)"
180,S,"CESA","Ceanothus sanguineus","Redstem Ceanothus",BAE,W,Y,S,DBA,"Stem basal diameter",0.460,5.700,cm,,"",,,,,"",,,,"Total aboveground biomass (wood & bark)",2.71,2765.00,g,3.332450000,2.755920000,,,"ln(BAE) = 3.33245 + 2.75592 * ln(DBA)"
181,S,"CESA","Ceanothus sanguineus","Redstem Ceanothus",BAT,W,Y,S,DBA,"Stem basal diameter",0.460,5.700,cm,,"",,,,,"",,,,"Total abvground biomass (including foliage)",3.40,2992.00,g,3.596100000,2.622280000,,,"ln(BAT) = 3.5961 + 2.62228 * ln(DBA)"
182,S,"CEIN","Ceanothus sanguineus","Deerbrush Ceanothus",BFT,W,Y,S,DBA,"Stem basal diameter",1.030,4.790,cm,,"",,,,,"",,,,"Total foliage biomass",3.87,207.70,g,1.900600000,2.277410000,,,"ln(BFT) = 1.9006 + 2.27741 * ln(DBA)"
183,S,"CEIN","Ceanothus sanguineus","Deerbrush Ceanothus",BAE,W,Y,S,DBA,"Stem basal diameter",1.030,4.790,cm,,"",,,,,"",,,,"Tot aboveground wood & bark biomass (no foliage)",16.24,2794.00,g,3.681200000,2.717370000,,,"ln(BAE) = 3.6812 + 2.71737 * ln(DBA)"
184,S,"CEIN","Ceanothus sanguineus","Deerbrush Ceanothus",BAT,W,Y,S,DBA,"Stem basal diameter",1.030,4.790,cm,,"",,,,,"",,,,"Total abvground biomass (including foliage)",23.24,2991.00,g,3.667200000,2.650180000,,,"ln(BAT) = 3.6672 + 2.65018 * ln(DBA)"
185,S,"VAPA","Vaccinium parvifolium","Red Whortleberry",BFT,W,Y,S,DBA,"Stem basal diameter",0.400,3.300,cm,,"",,,,,"",,,,"Total foliage biomass",0.84,26.00,g,1.725590000,1.786840000,,,"ln(BFT) = 1.72559 + 1.78684 * ln(DBA)"
186,S,"VAPA","Vaccinium parvifolium","Red Whortleberry",BAE,W,Y,S,DBA,"Stem basal diameter",0.400,3.300,cm,,"",,,,,"",,,,"Tot aboveground wood & bark biomass (no foliage)",2.43,209.60,g,3.605200000,2.477870000,,,"ln(BAE) = 3.6052 + 2.47787 * ln(DBA)"
187,S,"VAPA","Vaccinium parvifolium","Red Whortleberry",BAT,W,Y,S,DBA,"Stem basal diameter",0.400,3.300,cm,,"",,,,,"",,,,"Total abvground biomass (including foliage)",3.27,439.50,g,3.761000000,2.374980000,,,"ln(BAT) = 3.761 + 2.37498 * ln(DBA)"
188,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BFT,W,Y,T,DBA,"Stem basal diameter",0.290,6.100,cm,,"",,,,,"",,,,"Total foliage biomass",18.20,943.50,g,3.836650000,1.303460000,,,"ln(BFT) = 3.83665 + 1.30346 * ln(DBA)"
189,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BAP,W,Y,T,DBA,"Stem basal diameter",0.290,6.100,cm,,"",,,,,"",,,,"Biomass, aboveground, wood plus bark",0.08,786.70,g,2.754160000,2.710280000,,,"ln(BAP) = 2.75416 + 2.71028 * ln(DBA)"
190,T,"PSME","Pseudotsuga menziesii","Douglas Fir",BAT,W,Y,T,DBA,"Stem basal diameter",0.290,6.100,cm,,"",,,,,"",,,,"Total abvground biomass (including foliage)",18.30,1682.00,g,4.246720000,1.629760000,,,"ln(BAT) = 4.24672 + 1.62976 * ln(DBA)"
191,T,"THPL","Thuja plicata","Western Redcedar",BFT,W,Y,T,DBA,"Stem basal diameter",0.180,2.230,cm,,"",,,,,"",,,,"Total foliage biomass",0.28,66.10,g,2.603200000,2.263760000,,,"ln(BFT) = 2.6032 + 2.26376 * ln(DBA)"
192,T,"THPL","Thuja plicata","Western Redcedar",BAP,W,Y,T,DBA,"Stem basal diameter",0.180,2.230,cm,,"",,,,,"",,,,"Biomass, aboveground, wood plus bark",0.19,148.60,g,2.694900000,2.625060000,,,"ln(BAP) = 2.6949 + 2.62506 * ln(DBA)"
